fdc_id,food_name,description,calories,protein_g,fat_g,carbs_g,sugar_g,fiber_g,sodium_mg,potassium_mg,phosphorus_mg,canonical_name,gi_value,gi_category,gi_match_type
169672,snacks,"snacks, cornnuts, barbecue-flavor",436.0,9.0,14.3,71.7,0.0,8.4,600.0,286.0,283.0,snacks,,unknown,unmatched
169673,snacks,"snacks, crisped rice bar, almond",458.0,7.0,20.4,64.6,0.0,3.6,234.0,229.0,167.0,snacks,,unknown,unmatched
169674,snacks,"snacks, granola bars, soft, uncoated, chocolate chip",418.0,5.65,16.57,70.2,28.92,3.8,291.0,237.0,176.0,snacks,,unknown,unmatched
169675,snacks,"snacks, granola bars, soft, uncoated, chocolate chip, graham and marshmallow",427.0,6.1,15.5,70.8,0.0,4.0,316.0,275.0,202.0,snacks,,unknown,unmatched
169676,snacks,"snacks, granola bars, soft, uncoated, nut and raisin",454.0,8.0,20.4,63.6,0.0,5.6,254.0,392.0,241.0,snacks,,unknown,unmatched
169677,snacks,"snacks, potato chips, plain, salted",532.0,6.39,33.98,53.83,0.33,3.1,527.0,1196.0,153.0,snacks,,unknown,unmatched
169678,snacks,"snacks, potato chips, made from dried potatoes, cheese-flavor",551.0,7.0,37.0,50.6,0.0,3.4,600.0,381.0,163.0,snacks,,unknown,unmatched
169679,snacks,"snacks, rice cakes, brown rice, corn",385.0,8.4,3.2,81.2,0.0,2.9,167.0,275.0,320.0,snacks,,unknown,unmatched
169680,snacks,"snacks, rice cakes, brown rice, multigrain",387.0,8.5,3.5,80.1,0.0,3.0,252.0,294.0,370.0,snacks,,unknown,unmatched
169681,snacks,"snacks, granola bars, hard, peanut butter",483.0,9.8,23.8,62.3,0.0,2.9,283.0,291.0,139.0,snacks,,unknown,unmatched
169682,snacks,"snacks, potato chips, cheese-flavor",496.0,8.5,27.2,57.7,0.0,5.2,458.0,1528.0,299.0,snacks,,unknown,unmatched
169683,snacks,"snacks, potato chips, reduced fat",471.0,7.1,20.8,66.9,0.22,5.9,571.0,1744.0,193.0,snacks,,unknown,unmatched
169684,snacks,"snacks, potato chips, fat-free, made with olestra",274.0,7.74,0.7,65.0,0.0,6.8,554.0,1160.0,174.0,snacks,,unknown,unmatched
169686,snacks,"snacks, potato chips, fat free, salted",379.0,9.64,0.6,83.76,3.69,7.5,643.0,1628.0,167.0,snacks,,unknown,unmatched
169687,snacks,"snacks, kellogg, kellogg's rice krispies treats squares",417.0,3.4,9.0,80.5,19.36,0.0,351.0,39.0,42.0,snacks,,unknown,unmatched
169688,snacks,"snacks, kellogg, kellogg's low fat granola bar, crunchy almond/brown sugar",390.0,8.0,7.4,78.0,0.0,6.2,291.0,249.0,248.0,snacks,,unknown,unmatched
169689,snacks,"snacks, m&m mars, kudos whole grain bar, chocolate chip",420.0,4.47,13.02,72.31,38.78,2.6,246.0,279.0,207.0,snacks,,unknown,unmatched
169690,candies,"candies, semisweet chocolate, made with butter",477.0,4.2,29.7,63.4,0.0,5.9,11.0,365.0,132.0,candies,,unknown,unmatched
169691,gelatin desserts,"gelatin desserts, dry mix, with added ascorbic acid, sodium-citrate and salt",381.0,7.8,0.0,90.5,0.0,0.0,491.0,7.0,142.0,gelatin desserts,,unknown,unmatched
169692,gelatin desserts,"gelatin desserts, dry mix, reduced calorie, with aspartame, added phosphorus, potassium, sodium, vitamin c",345.0,55.3,0.0,33.3,0.0,0.0,2751.0,1985.0,0.0,gelatin desserts,,unknown,unmatched
169693,gelatin desserts,"gelatin desserts, dry mix, reduced calorie, with aspartame, no added sodium",345.0,55.3,0.0,33.3,0.0,0.0,158.0,14.0,1293.0,gelatin desserts,,unknown,unmatched
169699,couscous,"couscous, dry",376.0,12.76,0.64,77.43,0.0,5.0,10.0,166.0,170.0,couscous,,unknown,unmatched
169700,couscous,"couscous, cooked",112.0,3.79,0.16,23.22,0.1,1.4,5.0,58.0,22.0,couscous,,unknown,unmatched
169702,millet,"millet, raw",378.0,11.02,4.22,72.85,0.0,8.5,5.0,195.0,285.0,millet,,unknown,unmatched
169703,rice,"rice, brown, long-grain, raw (includes foods for usda's food distribution program)",367.0,7.54,3.2,76.25,0.66,3.6,5.0,250.0,311.0,rice,,unknown,unmatched
169704,rice,"rice, brown, long-grain, cooked (includes foods for usda's food distribution program)",123.0,2.74,0.97,25.58,0.24,1.6,4.0,86.0,103.0,rice,,unknown,unmatched
169706,rice,"rice, brown, medium-grain, raw (includes foods for usda's food distribution program)",362.0,7.5,2.68,76.17,0.0,3.4,4.0,268.0,264.0,rice,,unknown,unmatched
169707,rice,"rice, white, long-grain, parboiled, enriched, dry",374.0,7.51,1.03,80.89,0.33,1.8,2.0,174.0,153.0,rice,,unknown,unmatched
169708,rice,"rice, white, long-grain, parboiled, enriched, cooked",123.0,2.91,0.37,26.05,0.11,0.9,2.0,56.0,55.0,rice,,unknown,unmatched
169709,rice,"rice, white, long-grain, precooked or instant, enriched, dry",380.0,7.82,0.94,82.32,0.05,1.9,10.0,27.0,118.0,rice,,unknown,unmatched
169710,rice,"rice, white, long-grain, precooked or instant, enriched, prepared",124.0,2.18,0.5,26.76,0.0,0.6,4.0,9.0,37.0,rice,,unknown,unmatched
169711,rice,"rice, white, glutinous, unenriched, cooked",97.0,2.02,0.19,21.09,0.05,1.0,5.0,10.0,8.0,rice,,unknown,unmatched
169712,rice,"rice, white, steamed, chinese restaurant",151.0,3.2,0.27,33.88,0.0,0.9,5.0,20.0,33.0,rice,,unknown,unmatched
169714,rice flour,"rice flour, white, unenriched",366.0,5.95,1.42,80.13,0.12,2.4,0.0,76.0,98.0,rice flour,,unknown,unmatched
169715,semolina,"semolina, enriched",360.0,12.68,1.05,72.83,0.0,3.9,1.0,186.0,136.0,semolina,,unknown,unmatched
169716,sorghum grain,sorghum grain,329.0,10.62,3.46,72.09,2.53,6.7,2.0,363.0,289.0,sorghum grain,,unknown,unmatched
169717,tapioca,"tapioca, pearl, dry",358.0,0.19,0.02,88.69,3.35,0.9,1.0,11.0,7.0,tapioca,,unknown,unmatched
169718,triticale,triticale,336.0,13.05,2.09,72.13,0.0,0.0,5.0,332.0,358.0,triticale,,unknown,unmatched
169719,wheat,"wheat, hard white",342.0,11.31,1.71,75.9,0.41,12.2,2.0,432.0,355.0,wheat,,unknown,unmatched
169720,wheat,"wheat, soft white",340.0,10.69,1.99,75.36,0.41,12.7,2.0,435.0,402.0,wheat,,unknown,unmatched
169721,wheat,"wheat, durum",339.0,13.68,2.47,71.13,0.0,0.0,2.0,431.0,508.0,wheat,,unknown,unmatched
169723,wheat flour,"wheat flour, white, cake, enriched",362.0,8.2,0.86,78.03,0.31,1.7,2.0,105.0,85.0,wheat flour,,unknown,unmatched
169724,wheat flour,"wheat flour, white, tortilla mix, enriched",405.0,9.66,10.63,67.14,0.0,0.0,677.0,100.0,210.0,wheat flour,,unknown,unmatched
169725,wheat,"wheat, sprouted",198.0,7.49,1.27,42.53,0.0,1.1,16.0,169.0,200.0,wheat,,unknown,unmatched
169727,pasta,"pasta, fresh-refrigerated, plain, as purchased",288.0,11.31,2.3,54.73,0.0,0.0,26.0,179.0,163.0,pasta,,unknown,unmatched
169728,pasta,"pasta, fresh-refrigerated, plain, cooked",131.0,5.15,1.05,24.93,0.0,0.0,6.0,24.0,63.0,pasta,,unknown,unmatched
169729,pasta,"pasta, fresh-refrigerated, spinach, as purchased",289.0,11.26,2.1,55.72,0.0,0.0,27.0,272.0,148.0,pasta,,unknown,unmatched
169730,pasta,"pasta, fresh-refrigerated, spinach, cooked",130.0,5.06,0.94,25.04,0.0,0.0,6.0,37.0,57.0,pasta,,unknown,unmatched
169731,noodles,"noodles, egg, dry, enriched",384.0,14.16,4.44,71.27,1.88,3.3,21.0,244.0,241.0,noodles,,unknown,unmatched
169732,noodles,"noodles, egg, enriched, cooked",138.0,4.54,2.07,25.16,0.4,1.2,5.0,38.0,76.0,noodles,,unknown,unmatched
169733,noodles,"noodles, egg, spinach, enriched, dry",382.0,14.61,4.55,70.32,0.0,6.8,72.0,355.0,193.0,noodles,,unknown,unmatched
169734,noodles,"noodles, egg, spinach, enriched, cooked",132.0,5.04,1.57,24.25,0.71,2.3,12.0,37.0,57.0,noodles,,unknown,unmatched
169735,noodles,"noodles, flat, crunchy, chinese restaurant",521.0,10.33,31.72,51.9,0.25,1.9,378.0,89.0,87.0,noodles,,unknown,unmatched
169736,pasta,"pasta, dry, enriched",371.0,13.04,1.51,74.67,2.67,3.2,6.0,223.0,189.0,pasta,,unknown,unmatched
169737,pasta,"pasta, cooked, enriched, without added salt",158.0,5.8,0.93,30.86,0.56,1.8,1.0,44.0,58.0,pasta,,unknown,unmatched
169738,pasta,"pasta, whole-wheat, dry (includes foods for usda's food distribution program)",352.0,13.87,2.93,73.37,2.74,9.2,6.0,434.0,343.0,pasta,,unknown,unmatched
169739,barley flour or meal,barley flour or meal,345.0,10.5,1.6,74.52,0.8,10.1,4.0,309.0,296.0,barley flour or meal,,unknown,unmatched
169740,barley malt flour,barley malt flour,361.0,10.28,1.84,78.3,0.8,7.1,11.0,224.0,303.0,barley malt flour,,unknown,unmatched
169741,oat flour,"oat flour, partially debranned",404.0,14.66,9.12,65.7,0.8,6.5,19.0,371.0,452.0,oat flour,,unknown,unmatched
169742,rice noodles,"rice noodles, dry",364.0,5.95,0.56,80.18,0.12,1.6,182.0,30.0,153.0,rice noodles,,unknown,unmatched
169743,wheat,"wheat, kamut khorasan, uncooked",337.0,14.54,2.13,70.58,7.84,11.1,5.0,403.0,364.0,wheat,,unknown,unmatched
169744,wheat,"wheat, kamut khorasan, cooked",132.0,5.71,0.83,27.6,3.07,4.3,8.0,164.0,147.0,wheat,,unknown,unmatched
169745,spelt,"spelt, uncooked",338.0,14.57,2.43,70.19,6.82,10.7,8.0,388.0,401.0,spelt,,unknown,unmatched
169746,spelt,"spelt, cooked",127.0,5.5,0.85,26.44,0.0,3.9,5.0,143.0,150.0,spelt,,unknown,unmatched
169747,teff,"teff, uncooked",367.0,13.3,2.38,73.13,1.84,8.0,12.0,427.0,429.0,teff,,unknown,unmatched
169751,pasta,"pasta, cooked, enriched, with added salt",157.0,5.8,0.93,30.59,0.56,1.8,131.0,44.0,58.0,pasta,,unknown,unmatched
169753,rice,"rice, white, long-grain, regular, cooked, enriched, with salt",130.0,2.69,0.28,28.17,0.05,0.4,382.0,35.0,43.0,rice,,unknown,unmatched
169754,wheat flour,"wheat flour, white, all-purpose, enriched, calcium-fortified",364.0,10.33,0.98,76.31,0.0,2.7,2.0,107.0,108.0,wheat flour,,unknown,unmatched
169755,noodles,"noodles, egg, dry, unenriched",384.0,14.16,4.44,71.27,1.88,3.3,21.0,244.0,241.0,noodles,,unknown,unmatched
169756,rice,"rice, white, long-grain, regular, raw, unenriched",365.0,7.13,0.66,79.95,0.12,1.3,5.0,115.0,115.0,rice,,unknown,unmatched
169757,rice,"rice, white, long-grain, regular, unenriched, cooked without salt",130.0,2.69,0.28,28.17,0.05,0.4,1.0,35.0,43.0,rice,,unknown,unmatched
169758,rice,"rice, white, long-grain, parboiled, unenriched, dry",374.0,7.51,1.03,80.89,0.33,1.8,2.0,174.0,153.0,rice,,unknown,unmatched
169759,rice,"rice, white, long-grain, parboiled, unenriched, cooked",123.0,2.91,0.37,26.05,0.11,0.9,2.0,56.0,55.0,rice,,unknown,unmatched
169760,rice,"rice, white, medium-grain, raw, unenriched",360.0,6.61,0.58,79.34,0.0,0.0,1.0,86.0,108.0,rice,,unknown,unmatched
169761,wheat flour,"wheat flour, white, all-purpose, unenriched",364.0,10.33,0.98,76.31,0.27,2.7,2.0,107.0,108.0,wheat flour,,unknown,unmatched
169762,noodles,"noodles, egg, cooked, unenriched, with added salt",138.0,4.54,2.07,25.16,0.4,1.2,165.0,38.0,76.0,noodles,,unknown,unmatched
169765,ginger root,"ginger root, pickled, canned, with artificial sweetener",20.0,0.33,0.1,4.83,0.0,2.6,906.0,36.0,2.0,ginger root,,unknown,unmatched
169766,peppers,"peppers, hot pickled, canned",22.0,0.8,0.4,4.56,1.6,2.6,1430.0,113.0,13.0,peppers,,unknown,unmatched
169771,taquitos,"taquitos, frozen, chicken and cheese, oven-heated",284.0,9.21,12.54,33.63,1.3,2.9,453.0,155.0,132.0,taquitos,,unknown,unmatched
169772,taquitos,"taquitos, frozen, beef and cheese, oven-heated",287.0,9.4,12.79,33.46,1.66,2.8,456.0,174.0,137.0,taquitos,,unknown,unmatched
169773,potsticker or wonton,"potsticker or wonton, pork and vegetable, frozen, unprepared",136.0,8.28,5.52,13.28,2.76,1.4,441.0,284.0,127.0,potsticker or wonton,,unknown,unmatched
169775,turnover,"turnover, cheese-filled, tomato-based sauce, frozen, unprepared",235.0,10.24,9.45,27.29,7.87,1.6,598.0,179.0,47.0,turnover,,unknown,unmatched
169777,spanish rice mix,"spanish rice mix, dry mix, prepared (with canola/vegetable oil blend or diced tomatoes and margarine)",125.0,3.27,2.38,22.74,1.79,1.5,349.0,185.0,45.0,spanish rice mix,,unknown,unmatched
169778,rice mix,"rice mix, cheese flavor, dry mix, unprepared",362.0,8.77,3.51,73.88,5.26,1.8,1193.0,351.0,369.0,rice mix,,unknown,unmatched
169779,dumpling,"dumpling, potato- or cheese-filled, frozen",195.0,5.26,6.14,29.64,1.75,0.9,474.0,107.0,79.0,dumpling,,unknown,unmatched
169780,turnover,"turnover, chicken- or turkey-, and vegetable-filled, reduced fat, frozen",168.0,7.87,5.51,21.74,3.94,3.1,276.0,167.0,161.0,turnover,,unknown,unmatched
169782,hungry man,"hungry man, salisbury steak with gravy, frozen, unprepared",136.0,7.96,8.53,6.96,0.18,1.3,379.0,195.0,106.0,hungry man,,unknown,unmatched
169783,banquet,"banquet, salisbury steak with gravy, family size, frozen, unprepared",155.0,6.89,11.1,6.96,0.28,1.0,517.0,142.0,135.0,banquet,,unknown,unmatched
169784,jimmy dean,"jimmy dean, sausage, egg, and cheese breakfast biscuit, frozen, unprepared",328.0,9.29,22.9,21.07,3.1,2.0,589.0,292.0,302.0,jimmy dean,,unknown,unmatched
169785,infant formula,"infant formula, gerber, good start, protect plus, powder",512.0,11.3,26.1,57.0,57.0,0.0,138.0,553.0,195.0,infant formula,,unknown,unmatched
169786,infant formula,"infant formula, gerber good start 2, gentle plus, powder",492.0,10.8,25.1,57.1,57.1,0.0,133.0,531.0,522.0,infant formula,,unknown,unmatched
169787,infant formula,"infant formula, gerber, good start 2, protect plus, powder",501.0,11.1,25.7,56.3,56.3,0.0,138.0,553.0,543.0,infant formula,,unknown,unmatched
169788,infant formula,"infant formula, mead johnson, enfamil, enfagrow, soy, toddler transitions, with ara and dha,  powder",476.0,15.7,21.0,56.0,5.4,0.0,171.0,570.0,620.0,infant formula,,unknown,unmatched
169789,infant formula,"infant formula, mead johnson, enfamil, premature, 24 calories ready-to-feed low iron",67.0,1.97,3.34,7.19,7.21,0.0,38.0,64.0,54.0,infant formula,,unknown,unmatched
169790,infant formula,"infant formula, mead johnson, enfamil, premium, infant, ready-to-feed",66.0,1.38,3.48,7.39,7.39,0.0,18.0,71.0,28.0,infant formula,,unknown,unmatched
169791,infant formula,"infant formula, mead johnson, enfamil, premium, infant, powder",510.0,10.8,27.0,57.0,57.0,0.0,138.0,550.0,220.0,infant formula,,unknown,unmatched
169792,babyfood,"babyfood, gerber, banana with orange medley",69.0,1.06,0.0,20.41,14.27,2.1,10.0,265.0,19.0,babyfood,,unknown,unmatched
169793,bear,"bear, black, meat (alaska native)",155.0,20.1,8.3,0.0,0.0,0.0,,,162.0,bear,,unknown,unmatched
169794,bear,"bear, polar, meat, raw (alaska native)",130.0,25.6,3.1,0.0,0.0,0.0,,40.0,,bear,,unknown,unmatched
169795,whale,"whale, beluga, meat, dried (alaska native)",327.0,69.86,5.34,0.0,0.0,0.0,220.0,800.0,549.0,whale,,unknown,unmatched
169796,whale,"whale, beluga, eyes (alaska native)",291.0,19.6,23.3,0.0,0.0,0.0,,,187.0,whale,,unknown,unmatched
169797,whale,"whale, beluga, meat, raw (alaska native)",111.0,26.5,0.5,0.0,0.0,0.0,78.0,283.0,239.0,whale,,unknown,unmatched
169799,blueberries,"blueberries, wild, frozen (alaska native)",44.0,0.7,0.0,10.4,0.0,0.0,,,,blueberries,,unknown,unmatched
169800,caribou,"caribou, bone marrow, raw (alaska native)",786.0,6.7,84.4,0.0,0.0,0.0,,,107.0,caribou,,unknown,unmatched
169801,caribou,"caribou, eye, raw (alaska native)",326.0,10.8,31.4,0.0,0.0,0.0,,,58.0,caribou,,unknown,unmatched
169802,cloudberries,"cloudberries, raw (alaska native)",51.0,2.4,0.8,8.6,0.0,0.0,,,35.0,cloudberries,,unknown,unmatched
169804,cranberries,"cranberries, wild, bush, raw (alaska native)",55.0,1.1,0.2,12.3,0.0,6.7,26.0,140.0,15.0,cranberries,,unknown,unmatched
169805,cranberry,"cranberry, low bush or lingenberry, raw (alaska native)",55.0,0.4,0.5,12.2,0.0,0.0,,,21.0,cranberry,,unknown,unmatched
169808,huckleberries,"huckleberries, raw (alaska native)",37.0,0.4,0.1,8.7,0.0,0.0,10.0,,,huckleberries,,unknown,unmatched
169814,agave,"agave, raw (southwest)",68.0,0.52,0.15,16.23,2.58,6.6,14.0,127.0,7.0,agave,,unknown,unmatched
169816,prickly pears,"prickly pears, raw (northern plains indians)",42.0,0.12,0.11,10.17,1.02,5.3,4.0,130.0,11.0,prickly pears,,unknown,unmatched
169817,prickly pears,"prickly pears, broiled (northern plains indians)",91.0,0.39,0.31,21.57,0.0,0.0,,,,prickly pears,,unknown,unmatched
169818,prairie turnips,"prairie turnips, raw (northern plains indians)",156.0,2.62,0.36,35.67,0.82,8.0,5.0,156.0,31.0,prairie turnips,,unknown,unmatched
169819,stinging nettles,"stinging nettles, blanched (northern plains indians)",42.0,2.71,0.11,7.49,0.25,6.9,4.0,334.0,71.0,stinging nettles,,unknown,unmatched
169820,plums,"plums, wild (northern plains indians)",91.0,0.43,0.17,21.95,10.61,6.0,4.0,364.0,30.0,plums,,unknown,unmatched
169821,pinon nuts,"pinon nuts, roasted (navajo)",541.0,7.41,34.08,51.06,0.0,43.4,310.0,458.0,345.0,pinon nuts,,unknown,unmatched
169822,caribou,"caribou, hind quarter, meat, cooked (alaska native)",159.0,28.81,4.82,0.0,0.0,0.0,45.0,245.0,215.0,caribou,,unknown,unmatched
169823,agutuk,"agutuk, fish with shortening (alaskan ice cream) (alaska native)",470.0,9.0,43.5,10.5,0.0,0.0,24.0,206.0,134.0,agutuk,,unknown,unmatched
169824,sea lion,"sea lion, steller, meat with fat (alaska native)",242.0,22.1,14.65,5.55,0.0,0.0,80.0,346.0,214.0,sea lion,,unknown,unmatched
169825,sea lion,"sea lion, steller, fat (alaska native)",850.0,0.9,94.0,0.0,0.0,0.0,,,,sea lion,,unknown,unmatched
169828,tea,"tea, herbal, brewed, hohoysi (hopi)",2.0,0.12,0.2,0.0,0.0,0.0,27.0,44.0,0.0,tea,,unknown,unmatched
169829,tortilla,"tortilla, blue corn, sakwavikaviki (hopi)",276.0,7.83,1.4,58.12,2.97,3.4,663.0,132.0,339.0,tortilla,,unknown,unmatched
169830,bread,"bread, blue corn, somiviki (hopi)",186.0,3.1,1.53,39.84,12.94,3.6,9.0,114.0,94.0,bread,,unknown,unmatched
169832,t.g.i. friday's,"t.g.i. friday's, friday's shrimp, breaded",302.0,11.87,19.02,20.87,0.0,0.0,1210.0,122.0,226.0,t.g.i. friday's,,unknown,unmatched
169833,t.g.i. friday's,"t.g.i. friday's, french fries",296.0,3.74,14.82,36.9,0.0,4.1,409.0,604.0,121.0,t.g.i. friday's,,unknown,unmatched
169834,t.g.i. friday's,"t.g.i. friday's, fried mozzarella",333.0,15.82,18.76,25.33,1.45,2.2,738.0,97.0,290.0,t.g.i. friday's,,unknown,unmatched
169835,t.g.i. friday's,"t.g.i. friday's, macaroni & cheese, from kid's menu",121.0,5.03,3.45,17.4,1.65,1.0,482.0,88.0,131.0,t.g.i. friday's,,unknown,unmatched
169836,French Fries,"restaurant, family style, french fries",289.0,3.49,14.04,37.2,0.28,3.9,357.0,545.0,124.0,French Fries,,unknown,unmatched
169842,cracker barrel,"cracker barrel, chicken tenderloin platter, fried",293.0,18.06,15.48,20.29,0.09,0.7,874.0,319.0,268.0,cracker barrel,,unknown,unmatched
169843,cracker barrel,"cracker barrel, coleslaw",175.0,0.89,13.22,13.01,11.07,1.6,110.0,162.0,24.0,cracker barrel,,unknown,unmatched
169844,denny's,"denny's, onion rings",385.0,5.29,22.23,41.05,4.76,2.4,780.0,150.0,92.0,denny's,,unknown,unmatched
169845,denny's,"denny's, spaghetti and meatballs",170.0,7.84,8.52,15.51,2.03,1.5,351.0,206.0,89.0,denny's,,unknown,unmatched
169848,hash browns,"restaurant, family style, hash browns",197.0,2.49,8.99,26.59,1.38,2.7,468.0,416.0,71.0,hash browns,,unknown,unmatched
169849,cracker barrel,"cracker barrel, macaroni n' cheese",194.0,6.49,11.75,15.61,2.83,1.1,375.0,127.0,202.0,cracker barrel,,unknown,unmatched
169851,olive garden,"olive garden, lasagna classico",184.0,11.28,10.84,10.33,3.53,1.6,450.0,258.0,183.0,olive garden,,unknown,unmatched
169852,olive garden,"olive garden, spaghetti with pomodoro sauce",102.0,4.26,1.85,17.14,1.77,1.7,183.0,124.0,44.0,olive garden,,unknown,unmatched
169853,carrabba's italian grill,"carrabba's italian grill, spaghetti with pomodoro sauce",104.0,3.42,1.75,18.63,1.87,1.7,218.0,143.0,43.0,carrabba's italian grill,,unknown,unmatched
169854,on the border,"on the border, cheese enchilada",271.0,11.67,17.74,16.2,2.89,1.8,561.0,176.0,288.0,on the border,,unknown,unmatched
169855,enchilada,"restaurant, mexican, cheese enchilada",273.0,11.24,18.47,15.45,2.6,1.9,528.0,140.0,268.0,enchilada,,unknown,unmatched
169857,carrabba's italian grill,"carrabba's italian grill, chicken parmesan without cavatappi pasta",206.0,19.0,10.95,7.8,2.89,0.9,467.0,319.0,235.0,carrabba's italian grill,,unknown,unmatched
169858,olive garden,"olive garden, chicken parmigiana without pasta",211.0,15.33,11.23,12.28,2.68,0.9,625.0,277.0,236.0,olive garden,,unknown,unmatched
169859,cereals ready-to-eat,"cereals ready-to-eat, post, honey bunches of oats, with almonds",409.0,7.7,7.3,79.6,20.0,5.5,417.0,211.0,172.0,cereals ready-to-eat,,unknown,unmatched
169860,margarine-like,"margarine-like, vegetable oil spread, stick or tub, sweetened",534.0,0.0,52.0,16.7,16.7,0.0,542.0,30.0,16.0,margarine-like,,unknown,unmatched
169861,snacks,"snacks, popcorn, home-prepared, oil-popped, unsalted",500.0,9.0,28.1,58.1,0.54,10.0,3.0,225.0,250.0,snacks,,unknown,unmatched
169862,cereals ready-to-eat,"cereals ready-to-eat, post, great grains crunchy pecan cereal",403.0,9.0,10.5,73.0,15.4,9.7,287.0,337.0,296.0,cereals ready-to-eat,,unknown,unmatched
169863,snacks,"snacks, granola bar, with coconut, chocolate coated",531.0,5.2,32.2,55.2,34.27,6.2,152.0,254.0,154.0,snacks,,unknown,unmatched
169864,babyfood,"babyfood, vegetable and brown rice, strained",69.0,1.9,1.5,12.1,2.39,1.1,14.0,135.0,33.0,babyfood,,unknown,unmatched
169865,babyfood,"babyfood, peas and brown rice",64.0,3.4,0.5,11.49,2.89,2.5,6.0,93.0,52.0,babyfood,,unknown,unmatched
169866,frankfurter,"frankfurter, meat and poultry, low fat",121.0,15.5,2.8,8.4,0.0,0.1,983.0,261.0,155.0,frankfurter,,unknown,unmatched
169870,cereals ready-to-eat,"cereals ready-to-eat, post great grains banana nut crunch",390.0,9.8,8.8,70.9,17.5,11.2,238.0,349.0,279.0,cereals ready-to-eat,,unknown,unmatched
169871,babyfood,"babyfood, carrots, toddler",21.0,0.6,0.3,5.23,2.5,2.3,48.0,129.0,21.0,babyfood,,unknown,unmatched
169872,babyfood,"babyfood, dessert, banana pudding, strained",68.0,1.0,0.8,14.14,10.55,0.8,54.0,90.0,34.0,babyfood,,unknown,unmatched
169873,babyfood,"babyfood, fruit, tutti frutti, strained",66.0,0.4,0.3,15.48,9.29,0.6,25.0,46.0,17.0,babyfood,,unknown,unmatched
169874,babyfood,"babyfood, fruit, tutti frutti, junior",69.0,0.4,0.4,16.0,9.41,0.4,17.0,47.0,28.0,babyfood,,unknown,unmatched
169875,salad dressing,"salad dressing, sweet and sour",15.0,0.1,0.0,3.7,3.7,0.0,208.0,33.0,3.0,salad dressing,,unknown,unmatched
169876,salad dressing,"salad dressing, blue or roquefort cheese, low calorie",99.0,5.1,7.2,2.9,2.82,0.0,939.0,5.0,83.0,salad dressing,,unknown,unmatched
169877,salad dressing,"salad dressing, caesar, low calorie",110.0,0.3,4.4,18.6,16.32,0.1,1148.0,29.0,19.0,salad dressing,,unknown,unmatched
169878,syrups,"syrups, sugar free",51.0,0.8,0.0,11.99,0.01,0.7,210.0,0.0,0.0,syrups,,unknown,unmatched
169879,jellies,"jellies, no sugar (with sodium saccharin), any flavors",121.0,0.55,0.0,29.6,3.39,2.2,3.0,96.0,9.0,jellies,,unknown,unmatched
169880,candies,"candies, hard, dietetic or low calorie (sorbitol)",394.0,0.0,0.0,98.6,0.0,0.0,0.0,0.0,0.0,candies,,unknown,unmatched
169881,candies,"candies, chocolate covered, low sugar or low calorie",590.0,12.39,43.27,37.68,14.63,3.5,111.0,606.0,332.0,candies,,unknown,unmatched
169882,chewing gum,"chewing gum, sugarless",268.0,0.0,0.4,94.8,0.0,2.4,7.0,0.0,0.0,chewing gum,,unknown,unmatched
169883,fluid replacement,"fluid replacement, electrolyte solution (include pedialyte)",10.0,0.0,0.0,2.45,2.45,0.0,101.0,77.0,10.0,fluid replacement,,unknown,unmatched
169884,vermicelli,"vermicelli, made from soy",331.0,0.1,0.1,82.32,17.44,3.9,4.0,3.0,20.0,vermicelli,,unknown,unmatched
169887,frankfurter,"frankfurter, meatless",233.0,19.61,13.73,7.7,0.0,3.9,471.0,98.0,344.0,frankfurter,,unknown,unmatched
169890,cabbage,"cabbage, japanese style, fresh, pickled",30.0,1.6,0.1,5.67,1.3,3.1,277.0,853.0,43.0,cabbage,,unknown,unmatched
169891,cabbage,"cabbage, mustard, salted",28.0,1.1,0.1,5.63,1.4,3.1,717.0,246.0,27.0,cabbage,,unknown,unmatched
169895,salad dressing,"salad dressing, buttermilk, lite",202.0,1.25,12.42,21.33,3.77,1.1,1120.0,132.0,193.0,salad dressing,,unknown,unmatched
169896,sweeteners,"sweeteners, tabletop, fructose, dry, powder",368.0,0.0,0.0,100.0,92.7,0.0,12.0,0.0,0.0,sweeteners,,unknown,unmatched
169897,beverage,"beverage, instant breakfast powder, chocolate, sugar-free, not reconstituted",358.0,35.8,5.1,41.0,39.0,2.0,717.0,1705.0,500.0,beverage,,unknown,unmatched
169900,frozen novelties,"frozen novelties, ice cream type, sundae, prepackaged",190.0,4.3,6.0,29.64,20.74,0.3,95.0,211.0,131.0,frozen novelties,,unknown,unmatched
169902,quail,"quail, cooked, total edible",227.0,25.1,14.1,0.0,0.0,0.0,52.0,216.0,279.0,quail,,unknown,unmatched
169903,pheasant,"pheasant, cooked, total edible",239.0,32.4,12.1,0.0,0.0,0.0,43.0,271.0,242.0,pheasant,,unknown,unmatched
169905,dove,"dove, cooked (includes squab)",213.0,23.9,13.0,0.0,0.0,0.0,57.0,256.0,332.0,dove,,unknown,unmatched
169907,longans,"longans, dried",286.0,4.9,0.4,74.0,0.0,0.0,48.0,658.0,196.0,longans,,unknown,unmatched
169911,melons,"melons, honeydew, raw",36.0,0.54,0.14,9.09,8.12,0.8,18.0,228.0,11.0,melons,,unknown,unmatched
169912,melon balls,"melon balls, frozen",33.0,0.84,0.25,7.94,0.0,0.7,31.0,280.0,12.0,melon balls,,unknown,unmatched
