fdc_id,food_name,description,calories,protein_g,fat_g,carbs_g,sugar_g,fiber_g,sodium_mg,potassium_mg,phosphorus_mg,canonical_name,gi_value,gi_category,gi_match_type
167513,pillsbury,"pillsbury, cinnamon rolls with icing, refrigerated dough",330.0,4.34,11.27,53.42,21.34,1.4,780.0,,,pillsbury,,unknown,unmatched
167514,kraft foods,"kraft foods, shake n bake original recipe, coating for pork, dry",377.0,6.1,3.7,79.8,0.0,0.0,2182.0,,,kraft foods,,unknown,unmatched
167515,george weston bakeries,"george weston bakeries, thomas english muffins",232.0,8.0,1.8,46.0,0.0,0.0,345.0,,,george weston bakeries,,unknown,unmatched
167516,waffles,"waffles, buttermilk, frozen, ready-to-heat",273.0,6.58,9.22,41.05,4.3,2.2,621.0,126.0,388.0,waffles,,unknown,unmatched
167517,waffle,"waffle, buttermilk, frozen, ready-to-heat, toasted",309.0,7.42,9.49,48.39,4.41,2.6,710.0,138.0,444.0,waffle,,unknown,unmatched
167518,waffle,"waffle, buttermilk, frozen, ready-to-heat, microwaved",289.0,6.92,9.4,44.16,4.5,2.4,663.0,110.0,410.0,waffle,,unknown,unmatched
167519,waffle,"waffle, plain, frozen, ready-to-heat, microwave",298.0,6.71,9.91,45.41,5.04,2.4,682.0,148.0,410.0,waffle,,unknown,unmatched
167520,pie crust,"pie crust, cookie-type, graham cracker, ready crust",501.0,5.1,24.83,64.3,18.13,1.9,471.0,113.0,117.0,pie crust,,unknown,unmatched
167521,pie crust,"pie crust, cookie-type, chocolate, ready crust",484.0,6.08,22.42,64.48,26.31,2.7,503.0,187.0,120.0,pie crust,,unknown,unmatched
167522,pie,"pie, dutch apple, commercially prepared",290.0,2.17,11.5,44.54,22.02,1.6,200.0,76.0,29.0,pie,,unknown,unmatched
167523,pie crust,"pie crust, deep dish, frozen, unbaked, made with enriched flour",468.0,5.52,28.74,46.79,0.0,1.4,353.0,91.0,68.0,pie crust,,unknown,unmatched
167524,waffles,"waffles, chocolate chip, frozen, ready-to-heat",297.0,5.8,10.1,45.68,13.1,1.5,529.0,74.0,272.0,waffles,,unknown,unmatched
167525,tostada shells,"tostada shells, corn",474.0,6.15,23.38,64.43,0.0,5.8,657.0,237.0,203.0,tostada shells,,unknown,unmatched
167526,bread,"bread, salvadoran sweet cheese (quesadilla salvadorena)",374.0,7.12,17.12,47.84,24.9,0.7,510.0,350.0,200.0,bread,,unknown,unmatched
167527,bread,"bread, pound cake type, pan de torta salvadoran",390.0,7.06,17.45,51.29,18.1,1.7,390.0,210.0,300.0,bread,,unknown,unmatched
167528,pastry,"pastry, pastelitos de guava (guava pastries)",379.0,5.48,18.5,47.76,17.0,2.2,231.0,103.0,56.0,pastry,,unknown,unmatched
167532,bread,"bread, white wheat",238.0,10.66,2.15,43.91,5.0,9.2,478.0,127.0,103.0,bread,,unknown,unmatched
167533,bagels,"bagels, wheat",250.0,10.2,1.53,48.89,6.12,4.1,439.0,165.0,142.0,bagels,,unknown,unmatched
167535,tortillas,"tortillas, ready-to-bake or -fry, flour, shelf stable",297.0,8.01,7.58,49.27,2.66,2.4,742.0,133.0,213.0,tortillas,,unknown,unmatched
167536,snacks,"snacks, beef jerky, chopped and formed",410.0,33.2,25.6,11.0,9.0,1.8,1785.0,597.0,407.0,snacks,,unknown,unmatched
167537,snacks,"snacks, corn-based, extruded, chips, plain",539.0,6.17,33.36,57.27,0.27,4.0,514.0,144.0,194.0,snacks,,unknown,unmatched
167538,snacks,"snacks, corn-based, extruded, chips, barbecue-flavor",523.0,7.0,32.7,56.2,0.0,5.2,763.0,236.0,207.0,snacks,,unknown,unmatched
167539,snacks,"snacks, corn-based, extruded, cones, plain",510.0,5.8,26.9,62.9,0.0,1.1,1022.0,81.0,44.0,snacks,,unknown,unmatched
167540,snacks,"snacks, fruit leather, pieces",359.0,1.0,2.68,82.82,57.58,0.0,199.0,164.0,24.0,snacks,,unknown,unmatched
167541,snacks,"snacks, fruit leather, rolls",371.0,0.1,3.0,85.8,49.16,0.0,317.0,294.0,31.0,snacks,,unknown,unmatched
167542,snacks,"snacks, granola bars, hard, plain",471.0,10.1,19.8,64.4,28.57,5.3,294.0,336.0,277.0,snacks,,unknown,unmatched
167543,snacks,"snacks, granola bars, hard, almond",495.0,7.7,25.5,62.0,0.0,4.8,256.0,273.0,228.0,snacks,,unknown,unmatched
167544,snacks,"snacks, granola bars, soft, uncoated, raisin",448.0,7.6,17.8,66.4,0.0,4.2,282.0,362.0,220.0,snacks,,unknown,unmatched
167545,snacks,"snacks, granola bars, soft, coated, milk chocolate coating, chocolate chip",466.0,5.8,24.9,63.8,0.0,3.4,200.0,313.0,199.0,snacks,,unknown,unmatched
167546,candies,"candies, honey-combed, with peanut butter",473.0,8.72,20.18,67.41,62.68,1.9,174.0,220.0,132.0,candies,,unknown,unmatched
167547,snacks,"snacks, granola bars, soft, coated, milk chocolate coating, peanut butter",508.0,10.2,31.1,53.4,23.74,2.8,193.0,339.0,227.0,snacks,,unknown,unmatched
167548,snacks,"snacks, granola bars, soft, uncoated, peanut butter and chocolate chip",432.0,9.8,20.0,62.2,0.0,4.2,328.0,377.0,262.0,snacks,,unknown,unmatched
167549,snacks,"snacks, popcorn, oil-popped, microwave, regular flavor, no trans fat",583.0,7.29,43.55,45.06,0.46,8.1,909.0,182.0,199.0,snacks,,unknown,unmatched
167550,snacks,"snacks, popcorn, cakes",384.0,9.7,3.1,80.1,0.72,2.9,288.0,327.0,277.0,snacks,,unknown,unmatched
167551,snacks,"snacks, popcorn, caramel-coated, with peanuts",400.0,6.4,7.8,80.7,45.36,3.8,177.0,355.0,127.0,snacks,,unknown,unmatched
167552,snacks,"snacks, popcorn, caramel-coated, without peanuts",431.0,3.8,12.8,79.1,53.19,5.2,206.0,109.0,83.0,snacks,,unknown,unmatched
167553,snacks,"snacks, potato chips, made from dried potatoes, reduced fat",502.0,4.56,26.14,64.76,0.63,3.2,450.0,760.0,129.0,snacks,,unknown,unmatched
167554,snacks,"snacks, potato chips, made from dried potatoes, sour-cream and onion-flavor",547.0,6.6,37.0,51.3,0.0,1.2,541.0,496.0,169.0,snacks,,unknown,unmatched
167555,snacks,"snacks, pretzels, hard, plain, salted",384.0,10.04,2.93,80.39,2.21,3.4,1240.0,223.0,128.0,snacks,,unknown,unmatched
167556,snacks,"snacks, pretzels, hard, confectioner's coating, chocolate-flavor",457.0,7.5,16.7,70.9,38.8,2.4,569.0,225.0,145.0,snacks,,unknown,unmatched
167557,snacks,"snacks, rice cakes, brown rice, sesame seed",392.0,7.6,3.8,81.5,0.0,5.4,227.0,290.0,375.0,snacks,,unknown,unmatched
167558,snacks,"snacks, tortilla chips, plain, white corn, salted",472.0,7.1,20.68,67.78,0.78,5.4,328.0,182.0,225.0,snacks,,unknown,unmatched
167559,snacks,"snacks, tortilla chips, nacho cheese",519.0,7.36,27.42,60.81,2.59,5.1,691.0,223.0,252.0,snacks,,unknown,unmatched
167560,snacks,"snacks, tortilla chips, ranch-flavor",501.0,7.19,24.63,62.74,3.03,4.0,519.0,259.0,252.0,snacks,,unknown,unmatched
167561,snacks,"snacks, trail mix, regular",462.0,13.8,29.4,44.9,0.0,0.0,229.0,685.0,345.0,snacks,,unknown,unmatched
167562,candies,"candies, almond joy candy bar",479.0,4.13,26.93,59.51,48.34,5.0,142.0,254.0,112.0,candies,,unknown,unmatched
167563,candies,"candies, twizzlers cherry bites",338.0,2.97,1.7,79.38,0.0,0.1,261.0,14.0,47.0,candies,,unknown,unmatched
167564,candies,"candies, nestle, bit-o'-honey candy chews",388.0,2.0,7.5,80.89,48.0,0.2,295.0,44.0,28.0,candies,,unknown,unmatched
167565,candies,"candies, nestle, butterfinger bar",459.0,5.4,18.9,72.9,45.9,2.0,230.0,220.0,97.0,candies,,unknown,unmatched
167566,candies,"candies, caramels, chocolate-flavor roll",387.0,1.59,3.31,87.73,56.32,0.1,44.0,116.0,57.0,candies,,unknown,unmatched
167569,candies,"candies, confectioner's coating, yogurt",522.0,5.87,27.0,63.94,62.36,0.0,88.0,290.0,157.0,candies,,unknown,unmatched
167570,candies,"candies, confectioner's coating, peanut butter",529.0,18.3,29.8,46.88,38.3,5.0,250.0,505.0,310.0,candies,,unknown,unmatched
167571,candies,"candies, white chocolate",539.0,5.87,32.09,59.24,59.0,0.2,90.0,286.0,176.0,candies,,unknown,unmatched
167574,desserts,"desserts, flan, caramel custard, prepared-from-recipe",145.0,4.53,4.03,22.78,22.78,0.0,53.0,118.0,96.0,desserts,,unknown,unmatched
167577,sherbet,"sherbet, orange",144.0,1.1,2.0,30.4,24.32,1.3,46.0,96.0,40.0,sherbet,,unknown,unmatched
167578,candies,"candies, fudge, peanut butter, prepared-from-recipe",387.0,3.78,6.59,77.75,73.36,0.7,118.0,119.0,68.0,candies,,unknown,unmatched
167579,candies,"candies, fudge, vanilla, prepared-from-recipe",383.0,1.05,5.45,82.15,79.77,0.0,47.0,49.0,30.0,candies,,unknown,unmatched
167580,candies,"candies, fudge, vanilla with nuts",435.0,3.0,13.69,74.61,71.0,0.9,42.0,103.0,73.0,candies,,unknown,unmatched
167581,candies,"candies, nestle, goobers chocolate covered peanuts",512.0,9.7,34.0,53.0,43.0,9.7,36.0,502.0,,candies,,unknown,unmatched
167582,candies,"candies, nestle, baby ruth bar",475.0,5.4,21.6,64.8,54.0,2.0,230.0,249.0,94.0,candies,,unknown,unmatched
167583,candies,"candies, twizzlers strawberry twists candy",348.0,2.56,2.32,79.16,39.64,0.0,287.0,,,candies,,unknown,unmatched
167584,syrups,"syrups, table blends, pancake, with butter",291.0,0.0,0.09,72.43,72.25,0.0,287.0,3.0,10.0,syrups,,unknown,unmatched
167586,candies,"candies, nestle, chunky bar",519.0,7.5,27.5,60.4,52.5,2.5,38.0,,,candies,,unknown,unmatched
167587,candies,"candies, milk chocolate",535.0,7.65,29.66,59.4,51.5,3.4,79.0,372.0,208.0,candies,,unknown,unmatched
167588,puddings,"puddings, banana, dry mix, instant, prepared with 2% milk",105.0,2.76,1.7,19.74,0.0,0.0,296.0,131.0,216.0,puddings,,unknown,unmatched
167589,puddings,"puddings, banana, dry mix, regular, prepared with 2% milk",101.0,2.9,1.73,18.43,0.0,0.0,164.0,137.0,83.0,puddings,,unknown,unmatched
167590,andrea's,"andrea's, gluten free soft dinner roll",257.0,5.65,8.2,40.24,2.98,2.9,544.0,165.0,128.0,andrea's,,unknown,unmatched
167591,crunchmaster,"crunchmaster, multi-grain crisps, snack crackers, gluten-free",456.0,10.91,15.92,67.18,0.8,7.5,370.0,339.0,354.0,crunchmaster,,unknown,unmatched
167592,glutino,"glutino, gluten free cookies, chocolate vanilla creme",474.0,2.19,17.89,76.03,49.0,2.5,275.0,157.0,70.0,glutino,,unknown,unmatched
167593,glutino,"glutino, gluten free cookies, vanilla creme",487.0,2.19,18.79,77.34,49.43,0.0,189.0,67.0,32.0,glutino,,unknown,unmatched
167594,pepperidge farm,"pepperidge farm, goldfish, baked snack crackers, original",467.0,9.42,18.42,65.81,1.03,2.4,947.0,169.0,156.0,pepperidge farm,,unknown,unmatched
167595,pepperidge farm,"pepperidge farm, goldfish, baked snack crackers, parmesan",459.0,11.16,17.29,64.7,0.83,3.5,1187.0,168.0,204.0,pepperidge farm,,unknown,unmatched
167596,pepperidge farm,"pepperidge farm, goldfish, baked snack crackers, pizza",469.0,9.67,18.93,65.11,0.86,3.5,815.0,326.0,173.0,pepperidge farm,,unknown,unmatched
167597,rudi's,"rudi's, gluten-free bakery, original sandwich bread",320.0,3.13,10.7,52.83,8.36,3.5,528.0,92.0,37.0,rudi's,,unknown,unmatched
167598,udi's,"udi's, gluten free, soft & delicious white sandwich bread",298.0,5.4,8.02,51.15,11.3,5.5,515.0,107.0,70.0,udi's,,unknown,unmatched
167599,udi's,"udi's, gluten free, soft & hearty whole grain bread",309.0,7.25,9.34,49.09,9.81,4.9,510.0,123.0,77.0,udi's,,unknown,unmatched
167600,udi's,"udi's, gluten free, whole grain dinner rolls",329.0,11.8,11.6,44.29,4.2,11.2,507.0,273.0,233.0,udi's,,unknown,unmatched
167601,van's,"van's, gluten free, totally original pancakes",215.0,3.31,4.55,40.32,4.06,1.5,331.0,127.0,306.0,van's,,unknown,unmatched
167602,seaweed,"seaweed, canadian cultivated emi-tsunomata, dry",259.0,15.34,1.39,46.24,0.0,36.7,4331.0,2944.0,260.0,seaweed,,unknown,unmatched
167603,seaweed,"seaweed, canadian cultivated emi-tsunomata, rehydrated",31.0,1.86,0.17,5.62,0.0,4.5,526.0,358.0,32.0,seaweed,,unknown,unmatched
167607,moose,"moose, meat, raw (alaska native)",103.0,22.3,1.5,0.0,0.0,0.0,65.0,317.0,165.0,moose,,unknown,unmatched
167608,mashu roots,"mashu roots, raw (alaska native)",135.0,5.8,2.4,22.6,0.0,0.0,,,67.0,mashu roots,,unknown,unmatched
167609,moose,"moose, liver, braised (alaska native)",155.0,24.38,4.89,3.43,0.0,0.0,70.0,235.0,429.0,moose,,unknown,unmatched
167610,seal,"seal, bearded (oogruk), meat, raw (alaska native)",110.0,26.7,0.4,0.0,0.0,0.0,,,198.0,seal,,unknown,unmatched
167612,oopah (tunicate),"oopah (tunicate), whole animal (alaska native)",67.0,11.7,2.2,0.0,0.0,0.0,,,103.0,oopah (tunicate),,unknown,unmatched
167613,owl,"owl, horned, flesh, raw (alaska native)",136.0,22.7,5.0,0.0,0.0,0.0,,,218.0,owl,,unknown,unmatched
167617,duck,"duck, scoter, white-winged, meat (alaska native)",84.0,20.2,0.4,0.0,0.0,0.0,,,,duck,,unknown,unmatched
167618,sea cucumber,"sea cucumber, yane (alaska native)",56.0,13.0,0.4,0.0,0.0,0.0,,,,sea cucumber,,unknown,unmatched
167619,squirrel,"squirrel, ground, meat (alaska native)",111.0,19.3,3.8,0.0,0.0,0.0,,,175.0,squirrel,,unknown,unmatched
167620,tea,"tea, tundra, herb and laborador combination (alaska native)",1.0,0.0,0.0,0.2,0.0,0.0,132.0,9.0,0.0,tea,,unknown,unmatched
167623,whale,"whale, bowhead, subcutaneous fat (blubber) (alaska native)",870.0,0.4,96.5,0.0,0.0,0.0,,,5.0,whale,,unknown,unmatched
167624,whale,"whale, bowhead, skin and subcutaneous fat (muktuk) (alaska native)",465.0,12.6,46.1,0.0,0.0,0.0,,,87.0,whale,,unknown,unmatched
167627,mush,"mush, blue corn with ash (navajo)",54.0,0.66,0.49,11.74,0.19,1.1,8.0,58.0,39.0,mush,,unknown,unmatched
167630,chilchen (red berry beverage) (navajo),chilchen (red berry beverage) (navajo),44.0,0.81,0.63,8.68,2.6,0.0,15.0,28.0,23.0,chilchen (red berry beverage) (navajo),,unknown,unmatched
167632,squash,"squash, indian, cooked, boiled (navajo)",16.0,0.31,0.15,3.22,2.02,1.5,,,,squash,,unknown,unmatched
167633,bread,"bread, kneel down (navajo)",195.0,4.29,2.21,39.47,3.74,0.0,126.0,320.0,164.0,bread,,unknown,unmatched
167634,mutton,"mutton, cooked, roasted (navajo)",234.0,33.43,11.09,0.08,0.0,0.0,135.0,409.0,272.0,mutton,,unknown,unmatched
167635,frybread,"frybread, made with lard (navajo)",330.0,6.69,12.22,48.26,2.03,0.0,329.0,77.0,123.0,frybread,,unknown,unmatched
167636,tamales (navajo),tamales (navajo),153.0,6.28,6.12,18.12,0.99,3.1,427.0,131.0,99.0,tamales (navajo),,unknown,unmatched
167637,stew,"stew, steamed corn (navajo)",112.0,8.82,3.75,10.8,0.51,2.3,104.0,177.0,107.0,stew,,unknown,unmatched
167640,blueberries,"blueberries, wild, raw (alaska native)",61.0,1.22,0.76,12.31,6.46,2.6,6.0,75.0,29.0,blueberries,,unknown,unmatched
167644,caribou,"caribou, rump meat, half dried (alaska native)",255.0,52.06,5.23,0.0,0.0,0.0,390.0,710.0,480.0,caribou,,unknown,unmatched
167649,buffalo,"buffalo, free range, top round steak, raw (shoshone bannock)",97.0,21.44,1.3,0.0,0.0,0.0,43.0,355.0,200.0,buffalo,,unknown,unmatched
167650,seal,"seal, bearded (oogruk), meat, partially dried (alaska native)",270.0,62.38,2.31,0.0,0.0,0.0,130.0,960.0,510.0,seal,,unknown,unmatched
167651,buffalo,"buffalo, free range, top round steak, cooked (shoshone bannock)",146.0,32.51,1.8,0.0,0.0,0.0,41.0,376.0,246.0,buffalo,,unknown,unmatched
167652,elk,"elk, free range, roast, eye of round, raw (shoshone bannock)",98.0,19.74,2.1,0.0,0.0,0.0,43.0,367.0,215.0,elk,,unknown,unmatched
167654,smelt,"smelt, dried (alaska native)",386.0,56.19,17.9,0.0,0.0,0.0,420.0,1000.0,1400.0,smelt,,unknown,unmatched
167655,frybread,"frybread, made with lard (apache)",309.0,8.38,10.14,46.01,1.54,1.7,671.0,75.0,112.0,frybread,,unknown,unmatched
167657,on the border,"on the border, soft taco with ground beef, cheese and lettuce",229.0,13.19,11.05,19.28,1.84,1.8,646.0,274.0,188.0,on the border,,unknown,unmatched
167661,pupusas con frijoles,"restaurant, latino, pupusas con frijoles (pupusas, bean)",229.0,5.59,9.01,31.49,1.3,5.8,305.0,305.0,144.0,pupusas con frijoles,,unknown,unmatched
167662,pupusas con queso,"restaurant, latino, pupusas con queso (pupusas, cheese)",256.0,11.72,13.25,22.39,1.2,2.9,400.0,120.0,271.0,pupusas con queso,,unknown,unmatched
167663,Pupusas de Cerdo,"restaurant, latino, pupusas del cerdo (pupusas, pork)",232.0,11.51,10.43,23.02,1.45,2.6,426.0,255.0,162.0,Pupusas de Cerdo,,unknown,unmatched
167664,Tamale,"restaurant, latino, tamale, corn",186.0,3.48,7.21,26.68,7.42,3.2,277.0,186.0,93.0,Tamale,,unknown,unmatched
167665,Spanish Rice,"restaurant, mexican, spanish rice",185.0,3.28,5.29,31.16,1.3,1.2,528.0,116.0,57.0,Spanish Rice,,unknown,unmatched
167666,refried beans,"restaurant, mexican, refried beans",156.0,6.91,6.77,16.79,0.78,8.0,376.0,402.0,128.0,refried beans,,unknown,unmatched
167669,cracker barrel,"cracker barrel, steak fries",255.0,3.26,13.18,30.87,0.86,3.5,43.0,551.0,117.0,cracker barrel,,unknown,unmatched
167670,cracker barrel,"cracker barrel, grilled sirloin steak",203.0,31.52,8.52,0.0,0.0,0.0,180.0,408.0,249.0,cracker barrel,,unknown,unmatched
167671,cracker barrel,"cracker barrel, macaroni n' cheese plate, from kid's menu",192.0,6.46,11.51,15.58,2.83,0.7,374.0,125.0,202.0,cracker barrel,,unknown,unmatched
167672,denny's,"denny's, french fries",282.0,3.41,14.13,35.2,0.85,3.5,44.0,492.0,115.0,denny's,,unknown,unmatched
167673,denny's,"denny's, top sirloin steak",182.0,28.9,7.34,0.14,0.0,0.0,349.0,341.0,264.0,denny's,,unknown,unmatched
167677,Lo Mein,"restaurant, chinese, vegetable lo mein, without meat",121.0,4.77,2.35,20.16,2.63,1.3,430.0,105.0,45.0,Lo Mein,,unknown,unmatched
167681,beverages,"beverages, fruit-flavored drink, dry powdered mix, low calorie, with aspartame",218.0,0.45,0.04,87.38,0.0,0.1,404.0,498.0,1239.0,beverages,,unknown,unmatched
167682,pectin,"pectin, liquid",11.0,0.0,0.0,2.1,0.0,2.1,0.0,0.0,0.0,pectin,,unknown,unmatched
167683,frozen novelties,"frozen novelties, ice cream type, vanilla ice cream, light, no sugar added, chocolate coated",221.0,6.4,10.1,26.11,8.52,0.8,104.0,305.0,173.0,frozen novelties,,unknown,unmatched
167685,bologna,"bologna, beef and pork, low fat",230.0,11.5,19.3,2.6,0.0,0.0,1108.0,156.0,181.0,bologna,,unknown,unmatched
167687,whipped topping,"whipped topping, frozen, low fat",224.0,3.0,13.1,23.6,23.6,0.0,72.0,101.0,74.0,whipped topping,,unknown,unmatched
167689,candies,"candies, mars snackfood us, m&m's peanut butter chocolate candies",529.0,10.16,29.32,56.89,47.15,4.0,213.0,330.0,191.0,candies,,unknown,unmatched
167690,babyfood,"babyfood, apple yogurt dessert, strained",93.0,0.8,1.6,19.5,12.02,0.5,20.0,70.0,31.0,babyfood,,unknown,unmatched
167692,salad dressing,"salad dressing, blue or roquefort cheese dressing, light",86.0,2.1,2.7,13.2,3.6,0.0,939.0,51.0,47.0,salad dressing,,unknown,unmatched
167693,salad dressing,"salad dressing, french dressing, reduced calorie",227.0,0.4,13.0,27.0,25.92,0.0,804.0,79.0,14.0,salad dressing,,unknown,unmatched
167696,frankfurter,"frankfurter, beef, low fat",140.0,12.0,9.5,1.6,0.85,0.0,744.0,129.0,191.0,frankfurter,,unknown,unmatched
167699,salad dressing,"salad dressing, blue or roquefort cheese dressing, fat-free",115.0,1.52,1.01,25.6,7.44,1.8,814.0,194.0,107.0,salad dressing,,unknown,unmatched
167700,salad dressing,"salad dressing, mayonnaise-like, fat-free",84.0,0.2,2.7,15.5,10.3,1.9,788.0,49.0,5.0,salad dressing,,unknown,unmatched
167701,candies,"candies, mars snackfood us, milky way midnight bar",443.0,3.2,17.5,71.22,57.81,2.9,168.0,196.0,75.0,candies,,unknown,unmatched
167704,salad dressing,"salad dressing, bacon and tomato",326.0,1.8,35.0,2.0,2.0,0.2,905.0,108.0,25.0,salad dressing,,unknown,unmatched
167707,beverages,"beverages, fruit-flavored drink, powder, with high vitamin c with other added vitamins, low calorie",227.0,0.25,0.16,91.0,0.0,2.2,14.0,2518.0,493.0,beverages,,unknown,unmatched
167708,tomato and vegetable juice,"tomato and vegetable juice, low sodium",22.0,0.6,0.1,4.59,3.28,0.8,58.0,193.0,17.0,tomato and vegetable juice,,unknown,unmatched
167711,beverages,"beverages, chocolate-flavored drink, whey and milk based",49.0,0.64,0.4,10.68,8.68,0.6,91.0,79.0,24.0,beverages,,unknown,unmatched
167714,hearts of palm,"hearts of palm, raw",115.0,2.7,0.2,25.61,17.16,1.5,14.0,1806.0,140.0,hearts of palm,,unknown,unmatched
167715,cereals ready-to-eat,"cereals ready-to-eat, post, shredded wheat n' bran, spoon-size",339.0,10.93,2.06,80.65,0.75,14.7,0.0,391.0,418.0,cereals ready-to-eat,,unknown,unmatched
167717,yeast extract spread,yeast extract spread,185.0,23.88,0.9,20.42,1.6,6.5,3380.0,2100.0,104.0,yeast extract spread,,unknown,unmatched
167718,babyfood,"babyfood, juice, pear",43.0,0.0,0.0,11.86,7.28,0.1,8.0,130.0,12.0,babyfood,,unknown,unmatched
167720,babyfood,"babyfood, meat, beef with vegetables, toddler",69.0,3.5,2.1,8.72,1.18,1.8,26.0,168.0,37.0,babyfood,,unknown,unmatched
167721,frozen novelties,"frozen novelties, juice type, juice with cream",115.0,1.41,1.41,24.11,20.61,0.1,42.0,120.0,41.0,frozen novelties,,unknown,unmatched
167723,alcoholic beverage,"alcoholic beverage, rice (sake)",134.0,0.5,0.0,5.0,0.0,0.0,2.0,25.0,6.0,alcoholic beverage,,unknown,unmatched
167724,millet,"millet, puffed",354.0,13.0,3.4,80.0,0.55,2.7,5.0,40.0,266.0,millet,,unknown,unmatched
167725,cereals ready-to-eat,"cereals ready-to-eat, oat bran flakes, health valley",380.0,10.0,3.0,78.0,22.0,8.0,380.0,340.0,343.0,cereals ready-to-eat,,unknown,unmatched
167726,babyfood,"babyfood, mixed fruit yogurt, strained",75.0,0.8,0.8,16.23,11.74,0.4,16.0,62.0,22.0,babyfood,,unknown,unmatched
167727,beverages,"beverages, abbott, ensure plus, ready-to-drink",141.0,5.16,4.52,19.88,8.33,0.0,95.0,175.0,79.0,beverages,,unknown,unmatched
167728,babyfood,"babyfood, rice and apples, dry",396.0,6.7,2.4,86.89,3.22,3.0,16.0,410.0,423.0,babyfood,,unknown,unmatched
167729,babyfood,"babyfood, juice, apple - cherry",47.0,0.2,0.1,11.2,10.5,0.3,4.0,110.0,12.0,babyfood,,unknown,unmatched
167731,babyfood,"babyfood, cereal, rice with pears and apple, dry, instant fortified",389.0,6.6,0.9,88.5,1.35,2.6,2.0,414.0,253.0,babyfood,,unknown,unmatched
167732,babyfood,"babyfood, banana no tapioca, strained",91.0,1.0,0.2,21.34,11.36,1.6,2.0,290.0,20.0,babyfood,,unknown,unmatched
167733,babyfood,"babyfood, banana apple dessert, strained",68.0,0.3,0.2,16.3,14.66,1.0,7.0,71.0,9.0,babyfood,,unknown,unmatched
167734,breakfast bar,"breakfast bar, corn flake crust with fruit",376.0,4.4,7.5,72.8,35.1,2.1,337.0,197.0,103.0,breakfast bar,,unknown,unmatched
167738,pie fillings,"pie fillings, blueberry, canned",181.0,0.41,0.2,44.38,37.75,2.6,12.0,115.0,12.0,pie fillings,,unknown,unmatched
167739,beverages,"beverages, cocktail mix, non-alcoholic, concentrated, frozen",287.0,0.08,0.01,71.6,24.53,0.0,0.0,23.0,2.0,beverages,,unknown,unmatched
167740,puddings,"puddings, chocolate flavor, low calorie, regular, dry mix",365.0,10.08,3.0,74.42,0.7,10.1,3326.0,570.0,174.0,puddings,,unknown,unmatched
167741,puddings,"puddings, all flavors except chocolate, low calorie, regular, dry mix",351.0,1.6,0.1,86.04,2.9,0.9,1765.0,18.0,12.0,puddings,,unknown,unmatched
167742,mollusks,"mollusks, scallop, (bay and sea), cooked, steamed",111.0,20.54,0.84,5.41,0.0,0.0,667.0,314.0,426.0,mollusks,,unknown,unmatched
167743,syrup,"syrup, cane",269.0,0.0,0.0,73.14,73.2,0.0,58.0,63.0,8.0,syrup,,unknown,unmatched
167744,mollusks,"mollusks, snail, raw",90.0,16.1,1.4,2.0,0.0,0.0,70.0,382.0,272.0,mollusks,,unknown,unmatched
167745,turtle,"turtle, green, raw",89.0,19.8,0.5,0.0,0.0,0.0,68.0,230.0,180.0,turtle,,unknown,unmatched
167746,lemons,"lemons, raw, without peel",29.0,1.1,0.3,9.32,2.5,2.8,2.0,138.0,16.0,lemons,,unknown,unmatched
167748,lemon juice from concentrate,"lemon juice from concentrate, canned or bottled",17.0,0.45,0.07,5.62,1.53,0.7,24.0,109.0,9.0,lemon juice from concentrate,,unknown,unmatched
167749,lemon peel,"lemon peel, raw",47.0,1.5,0.3,16.0,4.17,10.6,6.0,160.0,12.0,lemon peel,,unknown,unmatched
167750,prickly pears,"prickly pears, raw",41.0,0.73,0.51,9.57,0.0,3.6,5.0,220.0,24.0,prickly pears,,unknown,unmatched
167751,plums,"plums, dried (prunes), stewed, without added sugar",107.0,0.96,0.16,28.08,24.98,3.1,1.0,321.0,30.0,plums,,unknown,unmatched
167752,plums,"plums, dried (prunes), stewed, with added sugar",124.0,1.09,0.22,32.88,0.0,3.8,2.0,312.0,33.0,plums,,unknown,unmatched
167754,pummelo,"pummelo, raw",38.0,0.76,0.04,9.62,0.0,1.0,1.0,216.0,17.0,pummelo,,unknown,unmatched
167755,raspberries,"raspberries, raw",52.0,1.2,0.65,11.94,4.42,6.5,1.0,151.0,29.0,raspberries,,unknown,unmatched
167756,raspberries,"raspberries, canned, red, heavy syrup pack, solids and liquids",91.0,0.83,0.12,23.36,20.06,3.3,3.0,94.0,9.0,raspberries,,unknown,unmatched
167757,raspberries,"raspberries, frozen, red, sweetened",103.0,0.7,0.16,26.16,21.76,4.4,1.0,114.0,17.0,raspberries,,unknown,unmatched
167758,rhubarb,"rhubarb, raw",21.0,0.9,0.2,4.54,1.1,1.8,4.0,288.0,14.0,rhubarb,,unknown,unmatched
167759,sapodilla,"sapodilla, raw",83.0,0.44,1.1,19.96,0.0,5.3,12.0,193.0,12.0,sapodilla,,unknown,unmatched
167760,sapote,"sapote, mamey, raw",124.0,1.45,0.46,32.1,20.14,5.4,7.0,454.0,26.0,sapote,,unknown,unmatched
167761,soursop,"soursop, raw",66.0,1.0,0.3,16.84,13.54,3.3,14.0,278.0,27.0,soursop,,unknown,unmatched
167762,strawberries,"strawberries, raw",32.0,0.67,0.3,7.68,4.89,2.0,1.0,153.0,24.0,strawberries,,unknown,unmatched
